,B1_mean,B1_std,B1_skew,B1_kurtosis,B1_entropy,B1_rms,B1_max,B1_p2p,B1_crest,B1_clearence,B1_shape,B1_impulse,B2_mean,B2_std,B2_skew,B2_kurtosis,B2_entropy,B2_rms,B2_max,B2_p2p,B2_crest,B2_clearence,B2_shape,B2_impulse,B3_mean,B3_std,B3_skew,B3_kurtosis,B3_entropy,B3_rms,B3_max,B3_p2p,B3_crest,B3_clearence,B3_shape,B3_impulse,B4_mean,B4_std,B4_skew,B4_kurtosis,B4_entropy,B4_rms,B4_max,B4_p2p,B4_crest,B4_clearence,B4_shape,B4_impulse
2004-02-12 10:32:39,0.05833287758191331,0.07347801857138431,0.08392907619066137,0.6291183988714839,4.811405514718639,0.07418001939277949,0.45399999999999996,0.84,6.120246445287277,0.04903653100272353,1.2716674106915609,7.782917949872701,0.07183163240392648,0.09005695039182222,0.12684335740680433,0.5071650278266153,5.012819597685367,0.09094475404601768,0.513,0.977,5.640787150190368,0.0605167911441344,1.2660822398496185,7.141700429627968,0.08324190634308314,0.10843569769119901,0.20477070253731922,3.2144504694776237,4.666280834086331,0.10940292188224623,1.023,1.9339999999999997,9.350755742164607,0.06915355658256057,1.3142769872585567,12.289483085402749,0.04306655598417764,0.053168986414166626,-0.022081015567315752,0.06611845471679345,4.494251142027009,0.05410474384748615,0.264,0.457,4.879424265350554,0.03625869877780566,1.2563053304602267,6.130046714136877
2004-02-12 10:42:39,0.05899521461008769,0.07533943565983704,0.052054433561318926,0.6489301140309109,4.83530977183824,0.0753817891240941,0.38799999999999996,0.7569999999999999,5.147131747712584,0.04952284897973137,1.2777610798148438,6.576804619906496,0.07400571316958819,0.09338429070377878,0.07002132244752801,0.25360175702532084,5.053748868534183,0.0934169536688873,0.48100000000000004,0.9380000000000001,5.148958311195691,0.06238647495898201,1.2622938104091663,6.4994982062771545,0.08443542165144764,0.1097896743863012,-0.023790852283089102,1.3963329532004543,4.963402461844897,0.10981474018532666,0.752,1.4329999999999998,6.847896727988448,0.07016197321636809,1.3005766778621148,8.906214776830062,0.044541042043067094,0.05597556205439696,0.001645227570966901,0.10776921723635757,4.545836555378197,0.0561020177735314,0.249,0.478,4.438343037948213,0.03746508545555313,1.2595578190399297,5.590349677029107
2004-02-12 10:52:39,0.060236437326040664,0.07618881285867954,0.032869474654495315,0.5142577508438682,4.848342528919889,0.07622761795279173,0.503,0.903,6.598658248923785,0.05076496879768217,1.2654735461892592,8.35042745435659,0.07422662239367123,0.09370711796791674,0.09657438560629857,0.3109973280313092,5.055173388387341,0.09372015995635745,0.503,0.994,5.367041629402163,0.06257919181208538,1.26262191292094,6.776544368842077,0.08392607060891626,0.10985482562219519,0.05655889357346008,2.6406102976237658,4.787431454999994,0.10986372641040495,0.9329999999999999,1.7189999999999999,8.492338922809717,0.06988536489510516,1.309053618420366,11.116926995756174,0.04444308804140667,0.056039387348527286,0.07051560208675277,0.25750316840102316,4.544782591808188,0.05614637956518867,0.354,0.688,6.304947936829815,0.037330789726302396,1.2633320959353296,7.965243091798342
2004-02-12 11:02:39,0.06145544216026119,0.07869447820550035,0.04152333962965913,1.1583516384295662,4.76155095632278,0.07872550887324226,0.608,1.1840000000000002,7.723036772984913,0.051552919011755544,1.281017695193614,9.89334676682466,0.07384408418379779,0.0929199952754173,0.10592006161872582,0.23565557498688916,5.012210967650721,0.09294860244994184,0.569,1.043,6.121662779238011,0.06231628243526236,1.2587142690888133,7.705424290776767,0.08445744421114317,0.11061977492029133,0.03353684298234454,2.6845911415383843,4.680226357643278,0.11066160367029386,1.016,1.951,9.181142928554326,0.07030448118830299,1.3102646510784821,12.029727035783907,0.04508140045900594,0.05668636393294509,-0.03640927543962729,0.8066350567320488,4.553737411517063,0.05680816349624759,0.525,1.038,9.241629506904907,0.037989441324549615,1.260124195740219,11.645600949717622
2004-02-12 11:12:39,0.06136075980272448,0.07844003535080543,0.02813392815867074,0.6036470914820296,4.875061717023318,0.07847485144734644,0.391,0.782,4.982487928152954,0.051292804623353186,1.2789093827984521,6.372150560994833,0.07560876995947072,0.09533966832958578,0.09801363475471112,0.22653314791652113,5.073326149190101,0.09535010980392772,0.486,0.938,5.097005142410233,0.06385204038657978,1.2610985452486416,6.427825770218391,0.0828368084379122,0.10750307385579856,-0.0028022570261742544,1.5790936647485965,4.905366835343841,0.10750673459509393,0.7709999999999999,1.516,7.171643738448964,0.06908543592304354,1.2978135761431744,9.307456607021255,0.045118365154547535,0.056778490326852685,0.019102715426925588,0.1393156322307174,4.560104857577589,0.05684149766868912,0.244,0.45599999999999996,4.292638477300472,0.037948582661113076,1.259830613852816,5.40799736790567
2004-02-12 11:22:39,0.06166482738414932,0.07829592813340773,0.026859297738418924,0.45689297971263354,4.876221536940216,0.0783107019714664,0.439,0.8049999999999999,5.605874918091729,0.05184035384339191,1.269941152735568,7.1191312555728175,0.07327862688607763,0.09239458365915386,0.06072233947483745,0.18615158248432895,5.042918297538808,0.09240366114815836,0.574,0.96,6.211875080140588,0.0616912047774299,1.2609906199772738,7.8331162085278585,0.08487924215049512,0.11050893497103442,0.07735455882949266,1.8640766470905752,4.841284547740086,0.11050952269898985,0.862,1.6429999999999998,7.800232766799194,0.0707445558377593,1.301961703463975,10.155604340477392,0.04417222520630746,0.05549690236862292,0.012718213778111024,0.14959101318352364,4.537804563745627,0.055567220129563694,0.247,0.489,4.4450667034284015,0.03727112310818971,1.257967418893561,5.591749087721537
2004-02-12 11:32:39,0.06194389374481137,0.07861870018874302,0.05850890805422766,0.4790351276427587,4.879128680834025,0.07863313071819818,0.408,0.7959999999999999,5.188652623563619,0.05204277147229653,1.2694250549076074,6.586605641563748,0.07459290004394699,0.09390677991215113,0.09913974273230418,0.2504175658332448,5.01774464581156,0.09391974656515546,0.583,1.04,6.207427312376233,0.06288440921935357,1.2590976689446571,7.815757259156314,0.0826263001123098,0.10737697990328521,0.14565641145302377,1.8225648974342428,4.837062906613463,0.10739042396477422,0.8959999999999999,1.6139999999999999,8.34338823630962,0.06888920289749488,1.2997123654188047,10.844004860221405,0.044658577078957803,0.056206039612250895,-0.019687531168727068,0.10811212504206846,4.550264020731456,0.05627979090230375,0.239,0.45599999999999996,4.246639800330473,0.03756110953443304,1.2602235580143824,5.351715518777956
2004-02-12 11:42:39,0.06123052883441498,0.07774845345420112,0.08249403504642604,0.4724847543369939,4.868507385164806,0.07777286911807968,0.415,0.7489999999999999,5.3360510510409584,0.0514753956538264,1.2701649095404672,6.777664800548755,0.07417159040968728,0.09322804812764843,0.08684554883358354,0.10399816421373798,5.051822643960569,0.09324202904416266,0.41,0.82,4.397158708395436,0.06262373549139875,1.2571124406142526,5.5277229156792,0.08202192489867637,0.10622320374143225,0.0015439417672139695,1.445479720469884,4.880507685304281,0.10623431702503239,0.7759999999999999,1.5469999999999997,7.304607604500796,0.06843097225397254,1.2951941466414763,9.460885012862246,0.0438400800820339,0.055457700032163985,-0.017239770942458977,0.21014249417936437,4.536200291435593,0.05550518777919617,0.22899999999999998,0.45599999999999996,4.125740478727489,0.03677067724040882,1.26608317492428,5.223530604220919
2004-02-12 11:52:39,0.06227974998779191,0.07900737564891369,-0.008154246900790068,0.4051092752005676,4.886069016361932,0.07902857118923585,0.386,0.747,4.8843094869539465,0.052337020819679385,1.2689288445237343,6.197841193576785,0.07580775428487717,0.09585877235120442,0.035212144746160634,0.4518861249375532,5.011319840359345,0.09585974406268905,0.613,1.07,6.39475940598296,0.06383387188489263,1.2645110644283,8.086244023222395,0.08437228380291958,0.11058141863664253,0.034262995615387676,2.385632671238023,4.7865021020248895,0.11058659100922037,0.9670000000000001,1.7360000000000002,8.744278950776,0.07016815404280832,1.3106980873900878,11.461109696387505,0.0442722300893584,0.055798025170116866,0.008433427354403366,0.16037162226586998,4.542952433799225,0.055854558241484505,0.33,0.5569999999999999,5.90820177241866,0.03725595726440358,1.2616160994995849,7.453882475175364
2004-02-12 12:02:39,0.05989027784559737,0.07568802269516567,0.04638459360118924,0.3259129619143448,4.843950504166094,0.07571536369604259,0.37799999999999995,0.722,4.992381751178947,0.0504897476094972,1.2642346374021465,6.311541932974809,0.0751147516968594,0.09472730616726306,0.08961558603836395,0.19660899362234385,5.067185593936225,0.0947406566942666,0.466,0.883,4.91869083728022,0.0633287381813874,1.2612789705624199,6.203841315759602,0.08450603056789824,0.10975937067575918,0.006248522669363971,1.4619946340830405,4.966657532605359,0.1097730362532451,0.7809999999999999,1.4449999999999998,7.114679767062671,0.07040163856953252,1.2989964800801468,9.241943974311848,0.04397397333854041,0.05539286268563957,0.029720276446396396,0.20631128598022697,4.534483725463099,0.05546092326560313,0.29100000000000004,0.545,5.246937534854892,0.03696193892259631,1.2612215602767725,6.61755074438445
